,cost,meters,rooms,dist,floor
0,395000.0,37.38,2.0,Jeżyce,0.0
1,413572.0,41.25,2.0,Nowe Miasto,0.0
2,618000.0,69.2,4.0,Jeżyce,0.0
3,334000.0,30.34,1.0,Jeżyce,2.0
4,491000.0,51.61,3.0,Jeżyce,1.0
5,420805.0,54.65,2.0,Stare Miasto,4.0
6,597000.0,69.81,4.0,Jeżyce,1.0
7,481928.0,39.47,2.0,Grunwald,2.0
8,486884.0,39.84,2.0,Grunwald,2.0
9,646584.0,59.98,4.0,Grunwald,1.0
10,653040.0,72.56,4.0,Jeżyce,0.0
11,637347.0,59.98,4.0,Grunwald,0.0
12,526361.0,48.29,2.0,Jeżyce,0.0
13,382826.0,34.52,2.0,Nowe Miasto,5.0
14,453707.0,39.47,2.0,Grunwald,1.0
15,324486.0,25.43,1.0,Grunwald,1.0
16,426004.0,49.57,3.0,Stare Miasto,4.0
17,649000.0,83.0,4.0,Grunwald,0.0
18,683100.0,59.4,3.0,Wilda,1.0
19,627272.0,70.48,3.0,Jeżyce,0.0
20,399360.0,41.6,2.0,Nowe Miasto,2.0
21,448931.0,39.47,2.0,Grunwald,0.0
22,409035.0,40.7,2.0,Nowe Miasto,0.0
23,409640.0,46.55,2.0,Stare Miasto,0.0
24,438240.0,39.84,2.0,Grunwald,1.0
25,393000.0,34.21,2.0,Nowe Miasto,1.0
26,412000.0,39.26,2.0,Jeżyce,3.0
27,639000.0,54.23,3.0,Stare Miasto,2.0
28,281579.0,27.01,1.0,Stare Miasto,0.0
29,567459.0,52.91,3.0,Grunwald,4.0
30,340000.0,30.34,1.0,Jeżyce,3.0
31,495000.0,52.01,3.0,Jeżyce,1.0
32,542000.0,60.59,3.0,Jeżyce,2.0
33,668357.0,59.98,4.0,Grunwald,4.0
34,391078.0,37.15,1.0,Grunwald,4.0
35,393000.0,37.36,2.0,Jeżyce,1.0
36,461748.0,50.19,3.0,Wilda,1.0
37,437460.0,47.55,2.0,Grunwald,0.0
38,638389.0,67.1,3.0,Grunwald,3.0
39,293000.0,27.19,1.0,Jeżyce,0.0
40,415800.0,37.8,2.0,Nowe Miasto,4.0
41,314951.0,34.61,1.0,Nowe Miasto,0.0
42,488007.0,50.31,2.0,Wilda,5.0
43,429755.0,43.69,2.0,Nowe Miasto,2.0
44,619000.0,54.8,3.0,Stare Miasto,2.0
45,638750.0,73.0,3.0,Grunwald,0.0
46,344608.0,39.16,1.0,Stare Miasto,0.0
47,487350.0,64.98,4.0,Stare Miasto,0.0
48,481424.0,49.3,2.0,Grunwald,3.0
49,464775.0,61.97,3.0,Stare Miasto,0.0
50,479000.0,55.87,3.0,Grunwald,2.0
51,293657.0,32.27,1.0,Nowe Miasto,0.0
52,599585.0,64.82,3.0,Jeżyce,0.0
53,545098.0,70.29,4.0,Stare Miasto,1.0
54,589864.0,67.03,4.0,Grunwald,3.0
55,469728.0,48.6,2.0,Grunwald,1.0
56,683821.0,71.83,3.0,Nowe Miasto,0.0
57,337463.0,34.79,1.0,Grunwald,1.0
58,351778.0,39.13,1.0,Stare Miasto,0.0
59,490000.0,52.18,3.0,Nowe Miasto,4.0
60,403329.0,46.79,2.0,Stare Miasto,4.0
61,337463.0,34.79,1.0,Grunwald,4.0
62,559543.0,62.87,4.0,Wilda,1.0
63,364848.0,41.46,2.0,wielkopolskie,5.0
64,542735.0,57.13,3.0,Jeżyce,0.0
65,646716.0,76.99,4.0,Jeżyce,0.0
66,294580.0,41.04,3.0,Nowe Miasto,3.0
67,288500.0,41.3,3.0,Nowe Miasto,0.0
68,368700.0,43.9,2.0,Jeżyce,2.0
69,474936.0,53.97,3.0,Grunwald,1.0
70,487135.0,57.31,2.0,Jeżyce,3.0
71,514999.0,60.0,4.0,Stare Miasto,1.0
72,330000.0,35.0,2.0,Stare Miasto,2.0
73,470106.0,51.66,3.0,Grunwald,1.0
74,425500.0,46.25,2.0,Grunwald,0.0
75,374262.0,37.24,2.0,Stare Miasto,1.0
76,442316.0,48.74,3.0,Stare Miasto,2.0
77,525594.0,60.24,4.0,Stare Miasto,2.0
78,377663.0,36.14,2.0,Nowe Miasto,2.0
79,544000.0,66.42,3.0,Grunwald,1.0
80,495151.0,55.17,3.0,Stare Miasto,1.0
81,581292.0,55.31,3.0,Wilda,0.0
82,544000.0,58.84,3.0,Nowe Miasto,2.0
83,308000.0,32.86,2.0,Stare Miasto,2.0
84,393547.0,37.66,2.0,Nowe Miasto,1.0
85,529000.0,46.0,2.0,Nowe Miasto,1.0
86,569000.0,82.8,4.0,Grunwald,0.0
87,655000.0,82.8,4.0,Grunwald,0.0
88,415710.0,44.7,2.0,Nowe Miasto,4.0
89,409000.0,81.0,3.0,wielkopolskie,1.0
90,304800.0,25.17,1.0,Nowe Miasto,1.0
91,415466.0,47.92,3.0,Grunwald,3.0
92,439000.0,49.18,3.0,Nowe Miasto,2.0
93,362822.0,40.19,2.0,Nowe Miasto,0.0
94,361722.0,40.04,2.0,Nowe Miasto,1.0
95,409400.0,46.0,1.0,Wilda,1.0
96,376635.0,42.05,2.0,Nowe Miasto,2.0
97,535338.0,57.65,4.0,Nowe Miasto,7.0
98,199000.0,22.08,1.0,Nowe Miasto,0.0
99,266500.0,33.84,2.0,Nowe Miasto,0.0
100,288500.0,41.3,3.0,Nowe Miasto,0.0
101,291263.0,42.25,3.0,Nowe Miasto,2.0
102,399000.0,52.2,3.0,wielkopolskie,0.0
103,343000.0,41.0,2.0,Stare Miasto,0.0
104,318000.0,35.4,2.0,Stare Miasto,1.0
105,288000.0,27.6,1.0,Jeżyce,1.0
106,292500.0,31.75,2.0,Nowe Miasto,1.0
107,379000.0,42.4,2.0,Grunwald,3.0
108,389000.0,44.0,2.0,Grunwald,0.0
109,270000.0,27.0,1.0,Stare Miasto,2.0
110,302450.0,28.3,2.0,Stare Miasto,2.0
111,685412.0,69.94,3.0,Grunwald,1.0
112,566375.0,45.31,2.0,Wilda,5.0
113,586080.0,52.8,2.0,Jeżyce,5.0
114,385180.0,42.02,2.0,Nowe Miasto,0.0
115,345123.0,37.19,2.0,Grunwald,1.0
116,545362.0,59.41,4.0,Nowe Miasto,7.0
117,415466.0,48.0,3.0,Grunwald,3.0
118,649000.0,86.0,4.0,Grunwald,0.0
119,471375.0,37.71,1.0,Wilda,0.0
120,604755.0,67.95,3.0,Jeżyce,0.0
121,526240.0,57.2,3.0,Nowe Miasto,2.0
122,360712.0,40.99,2.0,Stare Miasto,0.0
123,521265.0,54.87,3.0,Jeżyce,0.0
124,514291.0,56.64,3.0,Grunwald,4.0
125,555000.0,55.51,3.0,Nowe Miasto,0.0
126,487350.0,64.98,4.0,wielkopolskie,0.0
127,359300.0,39.35,1.0,Nowe Miasto,4.0
128,564395.0,59.41,4.0,Nowe Miasto,8.0
129,553440.0,57.65,4.0,Nowe Miasto,8.0
130,285390.0,31.71,1.0,Stare Miasto,0.0
131,685500.0,87.11,4.0,Grunwald,2.0
132,297095.0,28.0,1.0,Stare Miasto,2.0
133,345000.0,39.73,2.0,Stare Miasto,0.0
134,489301.0,44.89,2.0,Wilda,2.0
135,370779.0,40.38,2.0,Nowe Miasto,0.0
136,432504.0,28.93,1.0,Grunwald,1.0
137,549000.0,50.0,2.0,Stare Miasto,5.0
138,621041.0,69.39,3.0,Nowe Miasto,0.0
139,266500.0,33.76,2.0,Nowe Miasto,1.0
140,446989.0,51.3,3.0,Stare Miasto,0.0
141,677689.0,83.6,4.0,Stare Miasto,2.0
142,347780.0,37.0,2.0,Stare Miasto,0.0
143,690624.0,63.36,3.0,Jeżyce,5.0
144,421568.0,37.64,2.0,Jeżyce,5.0
145,348964.0,33.88,1.0,Wilda,1.0
146,476935.0,52.7,4.0,Wilda,1.0
147,687585.0,59.79,3.0,Wilda,2.0
148,421400.0,43.0,2.0,Nowe Miasto,3.0
149,360712.0,40.99,2.0,Stare Miasto,0.0
150,568695.0,61.15,2.0,Stare Miasto,1.0
151,532000.0,70.0,10.0,Grunwald,2.0
152,353711.0,32.98,2.0,Stare Miasto,3.0
153,377663.0,36.14,2.0,Nowe Miasto,1.0
154,616254.0,75.8,4.0,Grunwald,3.0
155,542470.0,63.82,3.0,Grunwald,1.0
156,620044.0,75.8,4.0,Grunwald,4.0
157,360000.0,40.0,2.0,Nowe Miasto,2.0
158,489000.0,60.0,3.0,Stare Miasto,1.0
159,419000.0,48.74,3.0,Stare Miasto,2.0
160,399000.0,47.19,4.0,Stare Miasto,2.0
161,399000.0,47.19,3.0,Stare Miasto,0.0
162,496900.0,57.78,3.0,Nowe Miasto,1.0
163,396100.0,45.54,2.0,Nowe Miasto,1.0
164,590000.0,66.06,3.0,Jeżyce,4.0
165,308500.0,42.24,3.0,Nowe Miasto,1.0
166,581298.0,53.69,3.0,Wilda,3.0
167,382580.0,40.7,2.0,Nowe Miasto,1.0
168,565000.0,61.4,3.0,Nowe Miasto,0.0
169,569000.0,66.36,3.0,Grunwald,2.0
170,278878.0,27.01,1.0,Stare Miasto,0.0
171,547675.0,57.65,4.0,Nowe Miasto,7.0
172,438000.0,48.37,2.0,Grunwald,0.0
173,479604.0,44.43,2.0,Wilda,2.0
174,535000.0,66.06,3.0,Jeżyce,2.0
175,499700.0,51.7,2.0,Wilda,0.0
176,485000.0,65.01,3.0,Jeżyce,0.0
177,405000.0,50.18,3.0,Nowe Miasto,4.0
178,561100.0,67.67,3.0,Nowe Miasto,1.0
179,445000.0,48.97,2.0,Nowe Miasto,1.0
180,339000.0,41.5,2.0,Stare Miasto,0.0
181,394095.0,40.42,2.0,Nowe Miasto,4.0
182,413572.0,41.25,2.0,Nowe Miasto,0.0
183,293657.0,32.27,1.0,Nowe Miasto,0.0
184,550000.0,34.51,2.0,Jeżyce,1.0
185,340000.0,32.94,2.0,Nowe Miasto,5.0
186,316470.0,41.1,2.0,Wilda,0.0
187,328968.0,45.69,2.0,Grunwald,1.0
188,279871.0,42.11,3.0,Nowe Miasto,2.0
189,360010.0,25.9,2.0,Stare Miasto,0.0
190,294489.0,25.17,1.0,Wilda,1.0
191,442900.0,47.26,3.0,Nowe Miasto,4.0
192,535338.0,57.65,4.0,Nowe Miasto,7.0
193,581280.0,51.9,2.0,Jeżyce,5.0
194,295680.0,26.4,1.0,Jeżyce,5.0
195,699400.0,69.94,3.0,Grunwald,3.0
196,680685.0,59.19,3.0,Wilda,5.0
197,470500.0,37.64,2.0,Wilda,5.0
198,644575.0,67.85,4.0,Nowe Miasto,3.0
199,360712.0,40.99,2.0,Stare Miasto,0.0
200,580200.0,58.02,3.0,Jeżyce,0.0
201,361620.0,40.02,2.0,Nowe Miasto,1.0
202,564395.0,59.41,4.0,Nowe Miasto,8.0
203,362063.0,37.66,2.0,Nowe Miasto,2.0
204,348080.0,36.38,2.0,Nowe Miasto,0.0
205,499000.0,53.91,3.0,Grunwald,1.0
206,592900.0,76.3,4.0,Stare Miasto,1.0
207,565965.0,66.3,4.0,Stare Miasto,1.0
208,486500.0,55.0,3.0,Stare Miasto,2.0
209,429899.0,47.0,3.0,Stare Miasto,1.0
210,369898.0,41.0,2.0,Stare Miasto,2.0
211,318989.0,31.0,2.0,Stare Miasto,2.0
212,359000.0,34.0,2.0,Grunwald,3.0
213,513763.0,58.26,4.0,Nowe Miasto,2.0
214,376635.0,40.38,2.0,Nowe Miasto,2.0
215,523814.0,55.43,3.0,Nowe Miasto,5.0
216,388224.0,40.44,2.0,Nowe Miasto,1.0
217,359300.0,30.21,2.0,Nowe Miasto,1.0
218,378352.0,36.38,2.0,Nowe Miasto,0.0
219,306628.0,28.59,1.0,Stare Miasto,0.0
220,564395.0,59.41,4.0,Nowe Miasto,8.0
221,367000.0,27.42,1.0,Wilda,4.0
222,437000.0,46.43,2.0,Grunwald,3.0
223,415000.0,46.83,2.0,Nowe Miasto,0.0
224,684000.0,57.9,3.0,Grunwald,1.0
225,449665.0,64.7,3.0,Jeżyce,2.0
226,339900.0,32.09,2.0,Nowe Miasto,2.0
227,438282.0,42.24,2.0,Nowe Miasto,0.0
228,393000.0,34.21,2.0,Nowe Miasto,1.0
229,465945.0,48.79,3.0,Nowe Miasto,3.0
230,677800.0,71.35,4.0,Nowe Miasto,0.0
231,498400.0,57.96,3.0,Nowe Miasto,0.0
232,347003.0,35.59,2.0,Stare Miasto,0.0
233,379000.0,39.0,2.0,Nowe Miasto,0.0
234,646200.0,81.8,3.0,Jeżyce,1.0
235,420342.0,41.21,2.0,Nowe Miasto,3.0
236,549300.0,65.4,4.0,Jeżyce,0.0
237,699000.0,91.0,4.0,Stare Miasto,1.0
238,240000.0,38.5,1.0,Wilda,0.0
239,481424.0,49.3,2.0,Grunwald,1.0
240,544980.0,58.6,3.0,Stare Miasto,1.0
241,632083.0,67.2,3.0,Grunwald,1.0
242,402771.0,45.48,2.0,Jeżyce,2.0
243,385989.0,45.48,3.0,Jeżyce,1.0
244,385989.0,45.48,3.0,Jeżyce,1.0
245,385989.0,45.48,3.0,Jeżyce,1.0
246,464625.0,37.17,2.0,Wilda,0.0
247,360712.0,40.99,2.0,Stare Miasto,0.0
248,568695.0,61.15,2.0,Stare Miasto,2.0
249,443328.0,46.18,2.0,Wilda,4.0
250,368016.0,36.08,2.0,Nowe Miasto,0.0
251,502482.0,55.42,3.0,Nowe Miasto,3.0
252,362000.0,42.7,2.0,Stare Miasto,1.0
253,297095.0,28.0,1.0,Stare Miasto,1.0
254,349000.0,40.3,2.0,wielkopolskie,2.0
255,324923.0,41.8,2.0,Stare Miasto,2.0
256,338813.0,34.75,2.0,Stare Miasto,0.0
257,412284.0,43.86,2.0,Stare Miasto,1.0
258,407885.0,42.05,2.0,Nowe Miasto,6.0
259,469478.0,49.16,3.0,Nowe Miasto,4.0
260,304800.0,25.16,1.0,Nowe Miasto,1.0
261,406000.0,42.33,2.0,Grunwald,1.0
262,343000.0,41.0,2.0,Stare Miasto,0.0
263,351871.0,40.0,2.0,Stare Miasto,3.0
264,381010.0,39.32,2.0,Stare Miasto,3.0
265,401650.0,41.45,2.0,Jeżyce,0.0
266,502569.0,55.43,3.0,Nowe Miasto,4.0
267,379000.0,42.06,2.0,Nowe Miasto,1.0
268,378000.0,38.77,2.0,Nowe Miasto,5.0
269,593376.0,52.98,3.0,Jeżyce,5.0
270,638960.0,57.05,3.0,Jeżyce,5.0
271,360712.0,40.99,2.0,Stare Miasto,0.0
272,694059.0,74.63,3.0,Stare Miasto,1.0
273,349000.0,30.0,2.0,Jeżyce,3.0
274,517660.0,57.2,3.0,Nowe Miasto,2.0
275,618000.0,65.95,3.0,Nowe Miasto,1.0
276,344600.0,25.44,1.0,Nowe Miasto,5.0
277,369000.0,40.56,2.0,Stare Miasto,2.0
278,659875.0,52.79,3.0,Wilda,6.0
279,398720.0,35.6,2.0,Jeżyce,5.0
280,418544.0,37.37,2.0,Jeżyce,5.0
281,351227.0,36.14,2.0,Nowe Miasto,1.0
282,435000.0,48.79,3.0,Nowe Miasto,2.0
283,622318.0,75.8,4.0,Grunwald,2.0
284,679995.0,59.13,3.0,Wilda,0.0
285,515500.0,41.24,2.0,Wilda,0.0
286,510800.0,44.37,2.0,Wilda,5.0
287,644000.0,59.3,3.0,Wilda,3.0
288,489499.0,55.52,3.0,Nowe Miasto,3.0
289,362722.0,40.21,2.0,Nowe Miasto,0.0
290,514999.0,60.0,4.0,Stare Miasto,2.0
291,408030.0,40.6,2.0,Nowe Miasto,0.0
292,385629.0,40.38,2.0,Nowe Miasto,0.0
293,377454.0,36.12,2.0,Nowe Miasto,1.0
294,520948.0,58.26,3.0,Nowe Miasto,3.0
295,394033.0,41.26,2.0,Stare Miasto,2.0
296,429000.0,46.92,2.0,Grunwald,4.0
297,561000.0,66.36,3.0,Grunwald,1.0
298,564000.0,67.41,3.0,Grunwald,5.0
299,689000.0,86.85,4.0,Grunwald,2.0
300,536145.0,57.65,4.0,Nowe Miasto,6.0
301,297808.0,26.59,1.0,Nowe Miasto,8.0
302,535992.0,58.26,4.0,Nowe Miasto,2.0
303,452000.0,48.35,2.0,Grunwald,4.0
304,391201.0,40.33,2.0,Nowe Miasto,6.0
305,508100.0,65.99,3.0,Grunwald,0.0
306,476600.0,65.27,2.0,Grunwald,1.0
307,499900.0,65.27,2.0,Grunwald,2.0
308,392887.0,42.02,2.0,Nowe Miasto,0.0
309,509864.0,55.42,3.0,Nowe Miasto,4.0
310,267399.0,27.01,1.0,Stare Miasto,0.0
311,503471.0,46.19,2.0,Wilda,5.0
312,489301.0,44.89,2.0,Wilda,4.0
313,688000.0,76.61,4.0,Nowe Miasto,2.0
314,486000.0,47.55,2.0,Nowe Miasto,5.0
315,638000.0,65.95,3.0,Nowe Miasto,4.0
316,554000.0,61.53,3.0,Nowe Miasto,0.0
317,566130.0,66.8,4.0,Nowe Miasto,0.0
318,616980.0,72.8,4.0,Nowe Miasto,4.0
319,407388.0,40.69,2.0,Stare Miasto,2.0
320,322028.0,32.86,2.0,Stare Miasto,0.0
321,373152.0,40.56,2.0,Stare Miasto,2.0
322,305391.0,21.59,1.0,Stare Miasto,1.0
323,475458.0,43.62,2.0,wielkopolskie,4.0
324,515352.0,47.28,2.0,wielkopolskie,1.0
325,513763.0,58.26,4.0,Nowe Miasto,0.0
326,528799.0,60.2,4.0,Stare Miasto,0.0
327,376635.0,40.38,2.0,Nowe Miasto,0.0
328,514291.0,56.64,3.0,wielkopolskie,4.0
329,538935.0,56.73,3.0,Jeżyce,0.0
330,684000.0,76.61,4.0,Nowe Miasto,1.0
331,691000.0,86.0,4.0,Jeżyce,1.0
332,650000.0,58.01,3.0,Wilda,3.0
333,359000.0,41.08,2.0,Stare Miasto,1.0
334,677000.0,86.0,4.0,Stare Miasto,1.0
335,308264.0,27.28,1.0,wielkopolskie,4.0
336,376635.0,40.38,2.0,Nowe Miasto,0.0
337,442385.0,51.56,3.0,Grunwald,2.0
338,345123.0,37.2,2.0,Grunwald,1.0
339,550697.0,68.24,4.0,Grunwald,1.0
340,490851.0,53.18,3.0,wielkopolskie,4.0
341,370000.0,40.0,2.0,Nowe Miasto,2.0
342,440720.0,39.35,2.0,Jeżyce,5.0
343,610727.0,56.03,2.0,Jeżyce,5.0
344,548760.0,68.0,3.0,Grunwald,2.0
345,548760.0,68.0,3.0,Grunwald,0.0
346,273000.0,31.88,2.0,Stare Miasto,3.0
347,409900.0,48.8,3.0,Stare Miasto,3.0
348,329000.0,69.4,3.0,Poznań,0.0
349,426455.0,44.89,2.0,Wilda,2.0
350,427000.0,46.43,2.0,Grunwald,1.0
351,408030.0,40.6,2.0,Nowe Miasto,0.0
352,409035.0,40.7,2.0,Nowe Miasto,0.0
353,414390.0,43.62,2.0,Wilda,4.0
354,385989.0,45.48,3.0,Jeżyce,1.0
355,499900.0,65.27,2.0,Grunwald,3.0
356,345000.0,39.73,2.0,Stare Miasto,0.0
357,353521.0,40.4,2.0,Nowe Miasto,0.0
358,487075.0,55.42,3.0,Nowe Miasto,3.0
359,376475.0,40.7,2.0,Nowe Miasto,1.0
360,380700.0,37.36,1.0,Wilda,0.0
361,367946.0,37.45,2.0,Nowe Miasto,1.0
362,365499.0,40.5,2.0,Nowe Miasto,1.0
363,410508.0,48.87,3.0,Jeżyce,4.0
364,410508.0,48.6,3.0,Jeżyce,4.0
365,410508.0,48.87,3.0,Jeżyce,3.0
366,410508.0,48.87,3.0,Jeżyce,3.0
367,406800.0,50.86,3.0,Jeżyce,3.0
368,410508.0,48.87,3.0,Jeżyce,3.0
369,348990.0,34.99,2.0,Jeżyce,3.0
370,410508.0,48.87,3.0,Jeżyce,3.0
371,410508.0,48.87,3.0,Jeżyce,3.0
372,410508.0,48.87,3.0,Jeżyce,3.0
373,410508.0,48.6,3.0,Jeżyce,3.0
374,410508.0,48.87,3.0,Jeżyce,2.0
375,410508.0,48.87,3.0,Jeżyce,2.0
376,516000.0,61.43,3.0,Jeżyce,2.0
377,348990.0,34.99,2.0,Jeżyce,2.0
378,410508.0,48.87,3.0,Jeżyce,2.0
379,410508.0,48.87,3.0,Jeżyce,2.0
380,410508.0,48.87,3.0,Jeżyce,1.0
381,410508.0,48.87,3.0,Jeżyce,1.0
382,410508.0,48.87,3.0,Jeżyce,1.0
383,348990.0,34.99,2.0,Jeżyce,1.0
384,415770.0,39.96,2.0,Stare Miasto,4.0
385,359000.0,42.33,2.0,Stare Miasto,0.0
386,369000.0,40.0,2.0,Nowe Miasto,2.0
387,407080.0,43.4,2.0,Nowe Miasto,2.0
388,585000.0,61.39,3.0,Nowe Miasto,2.0
389,410508.0,48.87,3.0,Jeżyce,1.0
390,410508.0,48.87,3.0,Jeżyce,1.0
391,410508.0,48.87,3.0,Jeżyce,1.0
392,410508.0,48.6,3.0,Jeżyce,1.0
393,492624.0,55.98,3.0,Grunwald,1.0
394,563588.0,66.5,3.0,Nowe Miasto,0.0
395,656191.0,58.07,3.0,Jeżyce,5.0
396,515875.0,41.27,2.0,Wilda,0.0
397,351281.0,37.45,2.0,Grunwald,2.0
398,529400.0,52.94,2.0,Grunwald,3.0
399,385989.0,45.48,2.0,Jeżyce,1.0
400,420000.0,46.22,2.0,Stare Miasto,4.0
401,313500.0,25.01,1.0,Nowe Miasto,0.0
402,390231.0,40.23,2.0,Nowe Miasto,5.0
403,374262.0,37.24,2.0,Stare Miasto,1.0
404,376635.0,40.38,2.0,Nowe Miasto,0.0
405,445000.0,49.0,2.0,Nowe Miasto,1.0
406,650000.0,69.34,3.0,Grunwald,0.0
407,287000.0,27.05,1.0,Jeżyce,2.0
408,503200.0,63.7,3.0,Jeżyce,1.0
409,345500.0,36.21,2.0,wielkopolskie,8.0
410,693000.0,63.09,4.0,Stare Miasto,3.0
411,566375.0,45.31,2.0,Wilda,1.0
412,385989.0,45.48,2.0,Jeżyce,1.0
413,469000.0,52.63,2.0,Jeżyce,0.0
414,699000.0,106.66,4.0,Jeżyce,1.0
415,389000.0,53.3,3.0,Nowe Miasto,0.0
416,538905.0,58.26,4.0,Nowe Miasto,0.0
417,463505.0,48.79,3.0,Nowe Miasto,2.0
418,396400.0,41.92,2.0,Nowe Miasto,0.0
419,342444.0,32.23,2.0,Stare Miasto,0.0
420,480000.0,44.91,2.0,Nowe Miasto,6.0
421,544000.0,66.42,3.0,Grunwald,1.0
422,304800.0,25.17,1.0,Nowe Miasto,1.0
423,345130.0,37.19,2.0,Grunwald,1.0
424,330000.0,35.0,2.0,Stare Miasto,1.0
425,270000.0,27.0,1.0,Stare Miasto,1.0
426,559000.0,60.71,3.0,Jeżyce,3.0
427,394000.0,37.38,2.0,Jeżyce,0.0
428,432000.0,46.49,2.0,Jeżyce,1.0
429,425000.0,45.59,2.0,Jeżyce,2.0
430,554000.0,60.59,3.0,Jeżyce,3.0
431,413000.0,39.3,2.0,Jeżyce,1.0
432,424000.0,39.25,2.0,Jeżyce,2.0
433,411000.0,43.74,2.0,Jeżyce,2.0
434,538000.0,58.61,3.0,Jeżyce,0.0
435,432000.0,45.59,2.0,Jeżyce,3.0
436,627000.0,66.1,3.0,Jeżyce,3.0
437,440000.0,46.49,2.0,Jeżyce,2.0
438,391000.0,41.6,2.0,Jeżyce,2.0
439,349999.0,35.0,2.0,Nowe Miasto,3.0
440,512900.0,57.5,4.0,Nowe Miasto,3.0
441,310000.0,37.75,3.0,Stare Miasto,2.0
442,355555.0,42.7,2.0,Stare Miasto,1.0
443,304800.0,25.17,1.0,Nowe Miasto,1.0
444,389860.0,40.4,2.0,Nowe Miasto,0.0
445,361550.0,40.88,2.0,Nowe Miasto,1.0
446,698000.0,91.0,4.0,Jeżyce,1.0
447,534000.0,52.18,3.0,Nowe Miasto,4.0
448,596567.0,67.03,4.0,Grunwald,4.0
449,549224.0,52.81,2.0,Grunwald,3.0
450,385989.0,45.48,2.0,Jeżyce,2.0
451,395272.0,52.71,3.0,Wilda,3.0
452,401650.0,41.45,2.0,Jeżyce,0.0
453,412503.0,42.57,2.0,Jeżyce,2.0
454,337463.0,34.79,1.0,Grunwald,2.0
455,496951.0,54.61,2.0,Grunwald,2.0
456,413550.0,47.92,3.0,Grunwald,1.0
457,381010.0,39.32,2.0,Stare Miasto,5.0
458,502482.0,55.42,3.0,Nowe Miasto,3.0
459,513763.0,58.26,4.0,Nowe Miasto,0.0
460,440640.0,43.2,2.0,Stare Miasto,5.0
461,407082.0,43.58,2.0,Nowe Miasto,1.0
462,502482.0,55.42,3.0,Nowe Miasto,3.0
463,513763.0,58.26,4.0,Nowe Miasto,0.0
464,546523.0,62.04,3.0,Stare Miasto,1.0
465,528799.0,60.19,4.0,Stare Miasto,0.0
466,349950.0,32.31,2.0,Nowe Miasto,6.0
467,439000.0,42.52,2.0,Stare Miasto,2.0
468,441048.0,47.94,2.0,Nowe Miasto,1.0
469,528799.0,60.19,4.0,Stare Miasto,0.0
470,407388.0,40.69,2.0,Stare Miasto,1.0
471,517625.0,41.41,2.0,Wilda,2.0
472,385989.0,45.48,2.0,Jeżyce,1.0
473,205022.0,27.34,1.0,Wilda,3.0
474,657900.0,36.55,1.0,Grunwald,3.0
475,443900.0,48.84,3.0,Nowe Miasto,1.0
476,351871.0,40.0,2.0,Stare Miasto,3.0
477,516000.0,67.33,3.0,Grunwald,0.0
478,343000.0,41.0,2.0,Stare Miasto,0.0
479,406000.0,42.33,2.0,Grunwald,1.0
480,324923.0,41.8,2.0,Stare Miasto,1.0
